2.45,1544
2.46,1538
2.46,1548
2.47,1532
2.48,1547
2.48,1549
2.49,1528
2.5,1559
2.5,1539
2.51,1554
2.51,1564
2.52,1567
2.53,1570
2.53,1565
2.54,1575
2.54,1562
2.55,1552
2.56,1569
2.56,1569
2.57,1563
2.58,1567
2.58,1565
2.59,1577
2.6,1584
2.6,1588
2.61,1580
2.61,1582
2.62,1588
2.63,1581
2.63,1594
2.64,1584
2.64,1592
2.65,1598
2.66,1582
2.66,1597
2.67,1600
2.68,1600
2.68,1602
2.69,1609
2.69,1605
2.7,1633
2.71,1620
2.71,1634
2.72,1641
2.73,1618
2.73,1637
2.74,1627
2.9,1630
2.9,1638
2.91,1631
2.91,1650
2.92,1644
2.93,1627
2.93,1643
2.94,1635
2.95,1641
2.95,1657
2.96,1649
2.96,1673
2.97,1676
2.98,1666
2.98,1659
2.99,1653
3,1673
3,1670
3.01,1671
3.01,1663
3.02,1664
3.03,1660
3.03,1663
3.04,1658
3.04,1671
3.05,1684
3.06,1663
3.06,1681
3.07,1690
3.08,1687
3.08,1690
3.09,1677
3.1,1686
3.1,1662
3.11,1682
3.11,1689
3.12,1664
3.13,1692
3.13,1696
3.14,1691
3.14,1719
3.15,1699
3.16,1716
3.16,1715
3.17,1706
3.18,1712
3.18,1710
3.19,1705
3.19,1716
3.2,1703
3.21,1719
3.21,1703
3.22,1694
3.22,1708
3.23,1702
3.24,1715
3.24,1730
3.25,1711
3.26,1731
3.26,1739
3.27,1744
3.27,1741
3.28,1756
3.29,1737
3.29,1752
3.3,1750
3.31,1747
3.31,1743
3.32,1768
3.32,1750
3.33,1760
3.34,1779
3.34,1765
3.35,1763
3.35,1749
3.36,1767
3.37,1765
3.37,1775
3.38,1774
3.38,1779
3.39,1787
3.4,1779
3.4,1769
3.41,1795
3.42,1770
3.42,1776
3.43,1795
3.67,1772
3.67,1786
3.68,1792
3.68,1792
3.69,1794
3.7,1788
3.7,1804
3.71,1816
3.72,1793
3.72,1805
3.73,1803
3.73,1794
3.74,1820
3.75,1804
3.75,1794
3.76,1817
3.77,1825
3.77,1822
3.78,1822
3.78,1816
3.79,1832
3.8,1814
3.8,1811
3.81,1824
3.81,1824
3.82,1849
3.83,1799
3.83,1826
3.84,1814
3.85,1846
3.85,1841
3.86,1832
3.86,1832
3.87,1846
3.88,1844
3.88,1833
3.89,1874
3.9,1859
3.9,1861
3.91,1865
3.99,1878
4,1874
4,1860
4.01,1884
4.01,1877
4.02,1886
4.03,1893
4.03,1864
4.04,1882
4.04,1883
4.05,1897
4.06,1902
4.06,1882
4.07,1896
4.08,1900
4.08,1884
4.09,1915
4.09,1907
4.1,1912
4.11,1903
4.11,1899
4.12,1917
4.13,1926
4.13,1939
4.14,1979
4.14,1997
4.15,2026
4.16,2128
4.16,2002
4.17,2082
4.18,2073
4.18,2052
4.19,2082
4.19,2012
4.2,1976
4.21,2017
4.21,2016
4.22,2059
4.23,2017
4.23,1966
4.24,2048
4.24,1978
4.25,2001
4.26,2026
4.26,2003
4.27,2023
4.28,1991
4.28,2012
4.29,2009
4.29,2000
4.3,2031
4.31,2014
4.31,2032
4.32,2033
4.33,1995
4.33,2012
4.34,2006
4.34,2009
4.35,2049
4.36,2039
4.36,2044
4.37,2063
4.37,2016
4.38,2041
4.39,2063
4.39,2066
4.4,2055
4.41,2052
4.41,2024
4.42,2031
4.42,2058
4.43,2056
4.44,2063
4.44,2038
4.45,2022
4.45,2041
4.46,2041
4.47,2055
4.47,2079
4.48,2058
4.49,2042
4.49,2045
4.5,2059
4.5,2092
4.51,2075
4.52,2066
4.52,2051
4.61,2058
4.61,2041
4.62,2102
4.62,2085
4.63,2071
4.64,2069
4.64,2056
4.65,2071
4.66,2091
4.66,2082
4.67,2075
4.67,2088
4.68,2095
4.69,2087
4.69,2070
4.7,2095
4.7,2071
4.71,2071
4.72,2058
4.72,2099
4.73,2092
4.74,2078
4.74,2087
4.75,2079
4.75,2073
4.76,2073
4.77,2096
4.77,2090
4.78,2072
4.79,2059
4.79,2080
4.8,2094
4.8,2093
4.81,2111
4.82,2078
4.82,2067
4.83,2106
4.83,2068
4.84,2058
4.85,2079
4.93,2038
4.94,2066
4.94,2080
4.95,2055
4.95,2034
4.96,2058
4.97,2038
4.97,2020
4.98,2040
4.99,2024
4.99,2040
5,2055
5,2017
5.01,2020
5.02,2031
5.02,2018
5.03,2026
5.04,1993
5.04,2010
5.05,2018
5.05,2001
5.06,1982
5.07,1969
5.07,1959
5.08,1939
5.08,1924
5.09,1964
5.1,1927
5.1,1927
5.11,1920
5.12,1900
5.12,1902
5.13,1879
5.13,1859
5.14,1877
5.15,1847
5.15,1826
5.16,1867
5.16,1810
5.17,1805
5.18,1778
5.18,1756
5.19,1754
5.2,1760
5.2,1715
5.21,1694
5.21,1693
5.22,1640
5.23,1653
5.23,1659
5.24,1633
5.25,1609
5.25,1600
5.26,1573
5.26,1555
5.27,1533
5.28,1501
5.28,1233
5.29,1218
5.29,1203
5.3,1190
5.31,1172
5.31,1149
5.32,1112
5.33,1093
5.33,1090
5.34,1075
5.34,1042
5.35,1026
5.36,1007
5.36,1005
5.37,956
5.38,962
5.38,957
5.39,923
5.39,930
5.4,922
5.41,874
5.41,882
5.42,856
5.42,800
5.43,831
5.44,801
5.44,778
5.45,761
5.46,765
5.54,737
5.55,718
5.55,715
5.56,670
5.57,686
5.57,660
5.58,657
5.58,631
5.59,615
5.6,623
5.6,596
5.61,573
5.62,570
5.62,564
5.63,551
5.63,540
5.64,525
5.65,482
5.65,484
5.66,498
5.67,456
5.67,456
5.68,427
5.68,444
5.69,409
5.7,400
5.7,391
5.71,371
5.71,360
5.72,354
5.73,352
5.73,325
5.74,310
5.75,310
5.75,177
5.76,185
5.76,166
5.77,162
5.78,135
5.78,141
5.79,142
5.87,104
5.88,125
5.88,99
5.89,93
5.89,95
5.9,96
5.91,87
5.91,84
5.92,88
5.93,95
5.93,51
5.94,68
5.94,24
5.95,74
5.96,36
5.96,62
5.97,32
5.97,51
5.98,10
5.99,40
5.99,22
6,33
6.01,26
6.01,21
6.02,21
6.03,13
6.03,18
6.04,11
6.04,25
6.05,5
6.06,21
6.06,10
6.07,16
6.07,14
6.08,12
6.09,12
6.09,11
6.1,8
6.11,12
6.11,7
6.12,14
6.12,9
6.13,14
6.14,5
6.14,6
6.15,17
6.16,11
6.16,9
6.17,11
6.17,9
6.18,8
6.19,10
6.19,11
6.2,1
6.2,10
6.21,3
6.22,0
6.22,-3
6.23,-2
6.24,-3
6.24,-10
6.25,-9
6.25,-4
6.26,-9
6.27,-6
6.27,-10
6.28,-5
6.29,-11
6.29,-3
6.3,-17
6.3,-1
6.31,-9
6.32,-6
6.32,-9
6.33,-11
6.33,-13
6.34,-7
6.35,-13
6.35,-8
6.36,-7
6.37,-11
6.37,-16
6.38,-6
6.38,-13
6.39,-6
6.4,-18
6.48,-9
6.49,-15
6.5,-14
6.5,-15
6.51,-16
6.51,-15
6.52,-15
6.53,-15
6.53,-12
6.54,-18
6.54,-11
6.55,-22
6.56,-11
6.56,-18
6.57,-16
6.58,-15
6.58,-15
6.59,-17
6.59,-16
6.6,-13
6.61,-15
6.61,-14
6.62,-19
6.62,-15
6.63,-17
6.64,-15
6.64,-21
6.65,-18
6.66,-19
6.66,-19
6.67,-19
6.67,-16
6.68,-16
6.69,-15
6.69,-21
6.7,-20
6.71,-20
6.71,-19
6.72,-19
6.72,-23
6.73,-19
6.82,-24
6.82,-18
6.83,-22
6.83,-20
6.84,-21
6.84,-21
6.85,-21
6.86,-22
6.86,-22
6.87,-22
6.88,-22
6.88,-18
6.89,-22
6.89,-19
6.9,-22
6.91,-21
6.91,-18
6.92,-21
6.92,-26
6.93,-22
6.94,-23
6.94,-24
6.95,-22
6.96,-23
6.96,-23
6.97,-25
6.97,-26
6.98,-23
6.99,-23
6.99,-23
7,-24
7,-25
7.01,-23
7.02,-23
7.02,-24
7.03,-23
7.04,-25
7.04,-26
7.05,-27
7.05,-23
7.06,-23
7.07,-23
7.07,-24
7.08,-25
7.08,-26
7.09,-25
7.1,-26
7.1,-26
7.11,-29
7.12,-27
